User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount,Status,unnamed1
1003171,Skach,P00126211,F,46-50,48,0,Lagos,Western,Banking,Footwear & Shoes,2,20476,,
1003172,Gary,P00126212,F,26-35,28,0,Enugu,Eastern,IT Sector,Footwear & Shoes,3,20471,,
1003173,Sharda,P00126213,F,26-35,26,0,Jos,Central,Banking,Furniture,1,20469,,
1003174,Zeldin,P00126214,F,18-25,21,0,Zamfara,Northern,Govt,Furniture,1,20468,,
1003175,Murdock,P00126215,F,18-25,19,1,Kano,Northern,Automobile,Tupperware,2,20464,,
1003176,Wardle,P00126216,M,18-25,20,0,Ogun,Western,Healthcare,Furniture,2,20463,,
1003177,Lloyd,P00126217,M,18-25,25,1,Imo,Eastern,Aviation,Furniture,1,20457,,
1003178,Dhanraj,P00126218,M,36-45,39,0,Kaduna,Northern,Construction,Footwear & Shoes,3,20457,,
1003179,Suhani,P00126219,F,51-55,52,1,Lagos,Western,Construction,Footwear & Shoes,2,20454,,
1003180,Staebel,P00126220,F,18-25,20,0,Lagos,Western,Aviation,Footwear & Shoes,1,20450,,
1003181,Syed,P00126221,M,51-55,52,1,Kaduna,Northern,Lawyer,Furniture,3,20448,,
1003182,Lonsdale,P00126222,M,26-35,34,0,Kaduna,Northern,Textile,Footwear & Shoes,1,20445,,
1003183,Murry,P00126223,F,46-50,47,0,Kaduna,Northern,IT Sector,Furniture,3,20442,,
1003184,McClure,P00126224,M,55+,77,1,Jos,Central,Lawyer,Footwear & Shoes,4,20440,,
1003185,Payne,P00126225,F,36-45,41,0,Enugu,Eastern,Retail,Footwear & Shoes,2,20438,,
1003186,Skye,P00126226,F,18-25,24,1,Enugu,Eastern,Banking,Furniture,3,20433,,
1003187,Nishi,P00126227,F,26-35,27,0,Lagos,Western,Govt,Footwear & Shoes,1,20432,,
1003188,Vishakha,P00126228,F,26-35,27,1,Zamfara,Northern,Chemical,Furniture,2,20432,,
1003189,Doherty,P00126229,F,26-35,28,0,Enugu,Eastern,Chemical,Footwear & Shoes,4,20429,,
1003190,Patil,P00126230,M,55+,87,0,Lagos,Western,Govt,Footwear & Shoes,4,20427,,
1003191,Jaideep,P00126231,M,55+,79,0,Imo,Eastern,Food Processing,Footwear & Shoes,4,20424,,
1003192,Joy,P00126232,M,26-35,27,0,Anambra ,Eastern,Healthcare,Footwear & Shoes,2,20423,,
1003193,Nishant,P00126233,F,26-35,35,0,Kastina,Northern,Banking,Footwear & Shoes,1,20420,,
1003194,Collister,P00126234,M,18-25,20,0,Kano,Northern,Healthcare,Tupperware,2,20413,,
1003195,Gopal,P00126235,M,36-45,26,1,Kaduna,Northern,Hospitality,Furniture,4,20410,,
1003196,Gonzalez,P00126236,F,36-45,36,0,Abuja,Central,Retail,Furniture,3,20405,,
1003197,Anjali,P00126237,M,55+,71,1,Enugu,Eastern,IT Sector,Footwear & Shoes,2,20405,,
1003198,Prashant,P00126238,M,46-50,47,0,Ibadan,Western,Automobile,Furniture,4,20403,,
1003199,Sink,P00126239,M,36-45,44,1,Kano,Northern,Banking,Furniture,2,20394,,
1003200,Ryan,P00126240,F,26-35,32,1,Lagos,Western,Automobile,Footwear & Shoes,3,20392,,
1003201,Bhishm,P00126241,F,36-45,40,0,Lagos,Western,Healthcare,Footwear & Shoes,1,20387,,
1003202,Jonathan,P00126242,M,51-55,53,0,P/H,Southern,IT Sector,Footwear & Shoes,3,,,
1003203,Sauptik,P00126243,F,46-50,47,0,Kastina,Northern,Agriculture,Footwear & Shoes,2,20380,,
1003204,Swetlana,P00126244,F,26-35,31,0,Enugu,Eastern,Govt,Footwear & Shoes,1,20379,,
1003205,Eugene,P00126245,F,46-50,49,0,Lagos,Western,Healthcare,Footwear & Shoes,4,20375,,
1003206,McGrath,P00126246,F,26-35,34,1,Lagos,Western,Construction,Footwear & Shoes,3,20373,,
1003207,Ritsa,P00126247,F,51-55,51,0,Enugu,Eastern,Chemical,Footwear & Shoes,2,20373,,
1003208,Ross,P00126248,M,55+,88,1,Enugu,Eastern,IT Sector,Footwear & Shoes,4,20364,,
1003209,Samiksha,P00126249,F,26-35,28,0,Enugu,Eastern,Retail,Footwear & Shoes,1,20363,,
1003210,Sayre,P00126250,F,26-35,29,1,Enugu,Eastern,Banking,Footwear & Shoes,4,20362,,
1003211,Carreira,P00126251,M,36-45,41,0,Kaduna,Northern,Chemical,Furniture,1,20361,,
1003212,Bhaggyasree,P00126252,F,26-35,30,1,Lagos,Western,IT Sector,Footwear & Shoes,3,20359,,
1003213,Moumita,P00126253,F,26-35,35,0,Lagos,Western,Textile,Footwear & Shoes,1,20359,,
1003214,Cacioppo,P00126254,F,26-35,30,0,Jos,Central,Aviation,Furniture,4,20358,,
1003215,Speros,P00126255,F,18-25,21,1,Enugu,Eastern,Aviation,Footwear & Shoes,4,20357,,
1003216,Filia,P00126256,F,51-55,52,0,Kaduna,Northern,Food Processing,Footwear & Shoes,1,20357,,
1003217,Lampkin,P00126257,M,36-45,44,0,P/H,Southern,Automobile,Tupperware,4,20348,,
1003218,Sink,P00126258,F,36-45,41,1,Imo,Eastern,Banking,Footwear & Shoes,4,20344,,
1003219,James,P00126259,F,36-45,45,0,Enugu,Eastern,Construction,Footwear & Shoes,3,20342,,
1003220,Hendricks,P00126260,F,36-45,40,0,Imo,Eastern,Aviation,Footwear & Shoes,1,20338,,
1003221,Kushal,P00126261,M,26-35,32,1,Imo,Eastern,Chemical,Furniture,1,20328,,
1003222,Chetan,P00126262,F,26-35,35,1,Jos,Central,Banking,Furniture,3,20323,,
1003223,Nirja,P00126263,F,26-35,31,1,Kastina,Northern,Food Processing,Furniture,2,20322,,
1003224,Neola,P00126264,F,26-35,33,1,Jos,Central,IT Sector,Furniture,1,20317,,
1003225,Aditya,P00126265,F,36-45,37,0,Lagos,Western,IT Sector,Footwear & Shoes,4,20315,,
1003226,Pradeep,P00126266,F,36-45,37,1,Imo,Eastern,Automobile,Footwear & Shoes,4,20315,,
1003227,Farhat,P00126267,F,36-45,45,0,Enugu,Eastern,Banking,Footwear & Shoes,3,20313,,
1003228,Nikita,P00126268,M,18-25,22,1,Lagos,Western,Govt,Furniture,3,20312,,
1003229,Ramesh,P00126269,F,26-35,32,1,Lagos,Western,Food Processing,Footwear & Shoes,4,20312,,
1003230,Seio,P00126270,M,26-35,34,0,Lagos,Western,Construction,Footwear & Shoes,2,20312,,
1003231,Anchal,P00126271,F,51-55,53,1,Kaduna,Northern,Automobile,Footwear & Shoes,2,20310,,
1003232,Guthrie,P00126272,F,46-50,47,0,Imo,Eastern,Retail,Footwear & Shoes,1,20309,,
1003233,Rosenblatt,P00126273,M,55+,58,0,Kaduna,Northern,IT Sector,Footwear & Shoes,1,20309,,
1003234,Aniket,P00126274,F,36-45,43,1,Lagos,Western,Construction,Footwear & Shoes,1,20308,,
1003235,Reiter,P00126275,F,55+,88,0,Anambra ,Eastern,Chemical,Furniture,4,20304,,
1003236,Rosenberg,P00126276,F,26-35,28,1,Enugu,Eastern,Healthcare,Footwear & Shoes,1,20303,,
1003237,Gelder,P00126277,F,26-35,30,0,Enugu,Eastern,Banking,Footwear & Shoes,4,20302,,
1003238,Ashwin,P00126278,F,36-45,41,1,Kaduna,Northern,Aviation,Footwear & Shoes,3,20301,,
1003239,Brooks,P00126279,F,18-25,19,1,Lagos,Western,Aviation,Footwear & Shoes,1,20295,,
1003240,Sauptik,P00126280,F,46-50,47,0,Lagos,Western,Banking,Footwear & Shoes,3,20290,,
1003241,Moray,P00126281,F,26-35,33,0,Enugu,Eastern,Retail,Footwear & Shoes,3,20288,,
1003242,Mayank,P00126282,M,36-45,38,0,Lagos,Western,Chemical,Footwear & Shoes,1,20286,,
1003243,Gonzalez,P00126283,F,18-25,22,1,Kano,Northern,Healthcare,Furniture,2,20285,,
1003244,Jackson,P00126284,M,36-45,41,0,Enugu,Eastern,Healthcare,Footwear & Shoes,4,20285,,
1003245,Neha,P00126285,F,26-35,31,1,Kaduna,Northern,Media,Footwear & Shoes,4,20283,,
1003246,Nunn,P00126286,F,36-45,45,0,Lagos,Western,Automobile,Footwear & Shoes,3,20281,,
1003247,Cyma,P00126287,F,46-50,50,0,Kano,Northern,IT Sector,Furniture,3,20280,,
1003248,Aarushi,P00126288,M,36-45,43,0,Kaduna,Northern,Govt,Footwear & Shoes,3,20279,,
1003249,Gnade,P00126289,F,55+,72,0,Anambra ,Eastern,Govt,Furniture,3,20278,,
1003250,Priyanka,P00126290,M,55+,82,0,Enugu,Eastern,Aviation,Footwear & Shoes,2,20278,,
1003251,Abhijeet,P00126291,F,36-45,43,1,Kaduna,Northern,Govt,Footwear & Shoes,1,20276,,
1003252,Beltran,P00126292,F,36-45,41,0,Imo,Eastern,Textile,Footwear & Shoes,3,20275,,
1003253,Lakshmi,P00126293,F,26-35,35,1,P/H,Southern,Chemical,Furniture,1,,,
1003254,Srishti,P00126294,F,51-55,55,0,Lagos,Western,Textile,Footwear & Shoes,1,,,
1003255,Parks,P00126295,M,36-45,36,1,Kano,Northern,Chemical,Footwear & Shoes,2,20269,,
1003256,Brian,P00126296,M,55+,87,0,Kaduna,Northern,Construction,Footwear & Shoes,2,20269,,
1003257,Gibson,P00126297,F,26-35,34,0,Lagos,Western,IT Sector,Footwear & Shoes,2,20262,,
1003258,Ann,P00126298,F,26-35,32,0,Enugu,Eastern,Retail,Footwear & Shoes,4,20260,,
1003259,Jitesh,P00126299,M,55+,62,1,Kaduna,Northern,Lawyer,Footwear & Shoes,4,20260,,
1003260,Luke,P00126300,M,18-25,24,0,Anambra ,Eastern,Chemical,Furniture,3,20258,,
1003261,Shirley,P00126301,F,26-35,29,1,Lagos,Western,Banking,Footwear & Shoes,2,20258,,
1003262,Aarushi,P00126302,M,36-45,36,0,Imo,Eastern,Govt,Footwear & Shoes,4,20257,,
1003263,Richard,P00126303,F,36-45,44,0,Enugu,Eastern,Healthcare,Footwear & Shoes,1,20253,,
1003264,Roger,P00126304,F,26-35,26,0,Enugu,Eastern,Healthcare,Footwear & Shoes,1,20252,,
1003265,Peterman,P00126305,M,26-35,33,0,Enugu,Eastern,Healthcare,Footwear & Shoes,3,20251,,
1003266,Randy,P00126306,F,26-35,33,1,Lagos,Western,Hospitality,Footwear & Shoes,2,20250,,
1003267,Kennedy,P00126307,F,18-25,20,0,Kano,Northern,IT Sector,Furniture,4,20246,,
1003268,Prescott,P00126308,F,55+,92,0,Zamfara,Northern,Chemical,Furniture,2,20239,,
1003269,Blumstein,P00126309,F,51-55,55,0,Enugu,Eastern,Banking,Footwear & Shoes,3,20237,,
1003270,Mane,P00126310,F,51-55,52,0,Lagos,Western,Aviation,Footwear & Shoes,2,20236,,
1003271,Corey-Lock,P00126311,F,26-35,26,0,Imo,Eastern,Media,Footwear & Shoes,3,20233,,
1003272,Harivansh,P00126312,M,18-25,22,0,P/H,Southern,Construction,Furniture,2,20232,,
1003273,Willman,P00126313,M,26-35,35,1,Anambra ,Eastern,Food Processing,Footwear & Shoes,1,20230,,
1003274,Ken,P00126314,F,36-45,40,0,Enugu,Eastern,Aviation,Footwear & Shoes,2,20230,,
1003275,Seio,P00126315,M,36-45,41,1,Ogun,Western,Construction,Furniture,4,20229,,
1003276,Carreira,P00126316,M,36-45,36,0,Kaduna,Northern,Healthcare,Footwear & Shoes,1,20227,,
1003277,percer,P00126317,M,36-45,45,0,Enugu,Eastern,Aviation,Footwear & Shoes,2,20224,,
1003278,Lee,P00126318,M,36-45,36,0,Kaduna,Northern,Chemical,Footwear & Shoes,4,20216,,
1003279,Bhawna,P00126319,F,36-45,40,1,Kaduna,Northern,Healthcare,Furniture,3,20212,,
1003280,Akshata,P00126320,F,26-35,26,1,Ogun,Western,Construction,Furniture,2,20211,,
1003281,O'Brian,P00126321,F,46-50,47,0,Enugu,Eastern,IT Sector,Footwear & Shoes,2,20211,,
1003282,Craven,P00126322,F,18-25,24,1,Lagos,Western,Hospitality,Footwear & Shoes,1,20210,,
1003283,Sandra,P00126323,M,26-35,29,1,Enugu,Eastern,Aviation,Footwear & Shoes,3,20209,,
1003284,Shweta,P00126324,M,46-50,50,0,Enugu,Eastern,IT Sector,Furniture,4,20208,,
1003285,Ashbrook,P00126325,F,51-55,51,0,Lagos,Western,Aviation,Footwear & Shoes,2,20207,,
1003286,McNair,P00126326,M,26-35,34,0,Enugu,Eastern,Hospitality,Footwear & Shoes,4,20206,,
1003287,Phan,P00126327,F,0-17,16,1,Kaduna,Northern,Chemical,Furniture,3,20205,,
1003288,Dianna,P00126328,F,51-55,51,0,Imo,Eastern,Media,Furniture,4,20204,,
1003289,Barnes,P00126329,F,26-35,26,1,Enugu,Eastern,Media,Footwear & Shoes,1,20203,,
1003290,Swint,P00126330,F,26-35,29,1,P/H,Southern,Food Processing,Furniture,3,20201,,
1003291,Alejandro,P00126331,M,51-55,52,1,Ogun,Western,Banking,Footwear & Shoes,1,20201,,
1003292,Swetha,P00126332,F,36-45,36,1,Lagos,Western,Automobile,Footwear & Shoes,3,20200,,
1003293,Shivangi,P00126333,M,36-45,39,0,Kano,Northern,Construction,Footwear & Shoes,3,20196,,
1003294,Turumella,P00126334,F,26-35,33,0,Lagos,Western,Aviation,Footwear & Shoes,3,20194,,
1003295,Subhashree,P00126335,F,26-35,33,1,Enugu,Eastern,Banking,Footwear & Shoes,1,20192,,
1003296,Ludtke,P00126336,F,18-25,24,0,Imo,Eastern,Govt,Furniture,1,20191,,
1003297,Abhijit,P00126337,M,26-35,26,1,Kaduna,Northern,Banking,Furniture,3,20191,,
1003298,Reichenbach,P00126338,M,26-35,30,0,Abuja,Central,Aviation,Footwear & Shoes,4,20189,,
1003299,Roach,P00126339,F,46-50,49,0,Enugu,Eastern,Aviation,Footwear & Shoes,2,20188,,
1003300,Kalyani,P00126340,F,26-35,30,0,Lagos,Western,Banking,Footwear & Shoes,2,20187,,
1003301,Medina,P00126341,F,26-35,29,1,Abuja,Central,Chemical,Furniture,3,20173,,
1003302,Rob,P00126342,F,36-45,38,0,Lagos,Western,Healthcare,Footwear & Shoes,3,20173,,
1003303,Surbhi,P00126343,F,26-35,33,0,Lagos,Western,Retail,Footwear & Shoes,3,20169,,
1003304,Atul,P00126344,M,26-35,33,0,Enugu,Eastern,Aviation,Footwear & Shoes,3,20166,,
1003305,Hemangi,P00126345,M,26-35,34,0,Kastina,Northern,IT Sector,Furniture,2,20165,,
1003306,Nat,P00126346,F,26-35,26,1,Kaduna,Northern,Hospitality,Furniture,3,20162,,
1003307,Neoma,P00126347,M,51-55,52,0,Enugu,Eastern,Healthcare,Furniture,2,20149,,
1003308,Kristina,P00126348,M,36-45,44,0,Kastina,Northern,Automobile,Furniture,3,20149,,
1003309,Denise,P00126349,F,55+,72,1,P/H,Southern,Healthcare,Furniture,2,20141,,
1003310,Murdock,P00126350,F,26-35,32,1,Kaduna,Northern,Healthcare,Furniture,4,20139,,
1003311,Shruti,P00126351,M,26-35,27,0,Kaduna,Northern,IT Sector,Furniture,3,20138,,
1003312,Hazard,P00126352,F,36-45,38,0,Kogi,Central,Textile,Furniture,3,20131,,
1003313,Chuck,P00126353,F,26-35,30,1,Zamfara,Northern,IT Sector,Furniture,1,20131,,
1003314,Barcio,P00126354,M,51-55,55,0,Kaduna,Northern,Agriculture,Furniture,1,20120,,
1003315,Hawkins,P00126355,F,36-45,36,1,Kastina,Northern,Lawyer,Furniture,2,20111,,
1003316,Pardue,P00126356,M,36-45,37,0,Enugu,Eastern,Aviation,Furniture,4,20098,,
1003317,Fuller,P00126357,M,26-35,34,1,Anambra ,Eastern,Lawyer,Furniture,4,20089,,
1003318,Ober,P00126358,F,18-25,25,0,Zamfara,Northern,IT Sector,Furniture,4,20079,,
1003319,Kristen,P00126359,M,36-45,39,0,Kaduna,Northern,Govt,Furniture,3,20077,,
1003320,Sudheer,P00126360,M,36-45,38,1,Kogi,Central,Govt,Furniture,2,20066,,
1003321,Vipul,P00126361,M,36-45,37,0,Ogun,Western,IT Sector,Furniture,2,20064,,
1003322,Greene,P00126362,M,18-25,21,0,Kastina,Northern,Healthcare,Furniture,4,20058,,
1003323,Phan,P00126363,M,0-17,12,1,Kaduna,Northern,Aviation,Furniture,2,20058,,
1003324,Cacioppo,P00126364,F,55+,63,1,Imo,Eastern,Textile,Furniture,1,20056,,
1003325,Skach,P00126365,F,26-35,31,1,Jos,Central,IT Sector,Furniture,1,20027,,
1003326,percer,P00126366,F,36-45,43,0,Kogi,Central,Banking,Furniture,1,20022,,
1003327,Carter,P00126367,F,26-35,28,0,Anambra ,Eastern,Media,Furniture,2,20014,,
1003328,Alyssa,P00126368,M,26-35,35,0,Imo,Eastern,Aviation,Furniture,4,20007,,
1003329,Caffey,P00126369,F,0-17,12,0,Kaduna,Northern,Aviation,Furniture,2,19991,,
1003330,Dowd,P00126370,F,51-55,53,0,Ogun,Western,Govt,Furniture,3,19990,,
1003331,Jackson,P00126371,F,36-45,41,0,Zamfara,Northern,Banking,Furniture,3,19975,,
1003332,Ann,P00126372,F,26-35,34,0,Kano,Northern,Healthcare,Furniture,3,19967,,
1003333,Ed,P00126373,F,18-25,21,1,Zamfara,Northern,Aviation,Furniture,4,19952,,
1003334,Quincy,P00126374,F,36-45,43,0,Anambra ,Eastern,Media,Furniture,2,19930,,
1003335,Sanjay,P00126375,F,36-45,42,0,Jos,Central,Govt,Furniture,3,19927,,
1003336,Sidharth,P00126376,F,26-35,34,1,Kastina,Northern,Agriculture,Furniture,3,19927,,
1003337,Hoffman,P00126377,M,26-35,32,0,Jos,Central,Govt,Furniture,1,19920,,
1003338,Rutuja,P00126378,F,51-55,51,1,Ogun,Western,Banking,Furniture,4,19919,,
1003339,Lawera,P00126379,M,36-45,45,1,Zamfara,Northern,Food Processing,Furniture,3,19911,,
1003340,Gene,P00126380,M,18-25,21,1,Kaduna,Northern,Lawyer,Furniture,4,19909,,
1003341,Kimmel,P00126381,F,46-50,46,0,P/H,Southern,Retail,Furniture,3,19907,,
1003342,Delaney,P00126382,F,26-35,31,0,Kastina,Northern,Healthcare,Furniture,3,19904,,
1003343,Joy,P00126383,F,0-17,17,0,Ibadan,Western,Automobile,Furniture,3,19903,,
1003344,Pawlan,P00126384,F,18-25,20,1,Kano,Northern,Food Processing,Furniture,2,19901,,
1003345,Sonia,P00126385,F,26-35,27,0,Zamfara,Northern,Construction,Furniture,4,19895,,
1003346,George,P00126386,M,26-35,32,0,Anambra ,Eastern,Govt,Food,1,19708,,
1003347,Deanra,P00126387,F,18-25,18,0,Kastina,Northern,Lawyer,Food,4,19705,,
1003348,liebe,P00126388,F,26-35,28,1,Kastina,Northern,Healthcare,Food,2,19704,,
1003349,Phelps,P00126389,F,18-25,23,1,Abia ,Eastern,Banking,Food,3,19702,,
1003350,Masurkar,P00126390,F,26-35,30,0,Kaduna,Northern,Healthcare,Food,3,19699,,
1003351,Talbott,P00126391,M,0-17,16,1,Jos,Central,Construction,Food,1,19696,,
1003352,Steven,P00126392,M,0-17,13,1,Lagos,Western,Chemical,Food,1,19695,,
1003353,Daniels,P00126393,M,51-55,53,0,Kaduna,Northern,Govt,Food,2,19695,,
1003354,Troy,P00126394,F,26-35,34,0,Anambra ,Eastern,Aviation,Food,2,19690,,
1003355,Gjertsen,P00126395,F,26-35,31,0,P/H,Southern,Automobile,Food,1,19690,,
1003356,Eva,P00126396,F,18-25,25,0,Enugu,Eastern,IT Sector,Food,2,19687,,
1003357,Shantanu,P00126397,F,26-35,28,1,Ogun,Western,Banking,Food,4,19686,,
1003358,Nripraj,P00126398,F,36-45,40,0,Enugu,Eastern,IT Sector,Food,3,19686,,
1003359,Ashmeet,P00126399,F,0-17,13,0,Kogi,Central,Govt,Food,2,19684,,
1003360,Sandra,P00126400,F,18-25,25,0,Kaduna,Northern,Healthcare,Food,4,19684,,
1003361,Gaurav,P00126401,F,36-45,40,1,Imo,Eastern,Hospitality,Food,4,,,
1003362,Jim,P00126402,F,26-35,29,0,Kastina,Northern,Banking,Food,4,19683,,
1003363,Engle,P00126403,F,26-35,29,1,Enugu,Eastern,Aviation,Food,1,19681,,
1003364,Ludtke,P00126404,F,18-25,21,1,Kastina,Northern,Healthcare,Food,3,19681,,
1003365,Dean,P00126405,F,18-25,18,0,Kaduna,Northern,Hospitality,Food,3,19681,,
1003366,Ashley,P00126406,M,51-55,55,0,Kaduna,Northern,IT Sector,Food,2,19678,,
1003367,Goranitis,P00126407,F,55+,67,1,Jos,Central,Govt,Food,3,19677,,
1003368,Minnotte,P00126408,F,26-35,26,0,Abuja,Central,IT Sector,Food,1,19676,,
1003369,Dana,P00126409,M,36-45,45,0,Kaduna,Northern,IT Sector,Food,2,19676,,
1003370,Hitika,P00126410,F,26-35,26,0,Anambra ,Eastern,IT Sector,Food,4,19674,,
1003371,Mautz,P00126411,M,36-45,39,1,Kaduna,Northern,Healthcare,Food,1,19674,,
1003372,Gopal,P00126412,M,36-45,26,1,Ibadan,Western,Hospitality,Food,2,19672,,
1003373,Anurag,P00126413,F,26-35,33,1,Kaduna,Northern,Automobile,Food,2,,,
1003374,Asish,P00126414,M,26-35,32,0,Kaduna,Northern,Banking,Food,1,19671,,
1003375,Ginny,P00126415,F,26-35,27,0,Kastina,Northern,Lawyer,Food,4,19670,,
1003376,Soodesh,P00126416,F,36-45,44,0,Kaduna,Northern,Chemical,Food,4,19670,,
1003377,Harrigan,P00126417,F,26-35,34,0,Enugu,Eastern,IT Sector,Food,2,19669,,
1003378,Bixby,P00126418,F,26-35,31,0,Kastina,Northern,Healthcare,Food,4,19667,,
1003379,Akash,P00126419,F,26-35,27,1,Kaduna,Northern,Aviation,Food,1,19660,,
1003380,Madhulika,P00126420,F,18-25,21,1,Kaduna,Northern,Media,Food,4,19659,,
1003381,Eplett,P00126421,M,51-55,54,0,Kastina,Northern,IT Sector,Food,1,19658,,
1003382,Hirsh,P00126422,F,26-35,32,0,Anambra ,Eastern,Retail,Food,3,19654,,
1003383,Phonely,P00126423,F,18-25,18,1,Kano,Northern,IT Sector,Food,3,19652,,
1003384,Karlsson,P00126424,F,51-55,55,1,Kastina,Northern,Aviation,Food,2,19650,,
1003385,Savi,P00126425,F,51-55,55,0,Kaduna,Northern,Retail,Food,3,19646,,
1003386,Aditya,P00126426,M,26-35,28,1,cross river,Southern,Hospitality,Food,4,19644,,
1003387,Rutuja,P00126427,F,51-55,51,0,Abia ,Eastern,Construction,Food,2,19643,,
1003388,Rob,P00126428,F,26-35,31,0,Imo,Eastern,Food Processing,Food,1,19642,,
1003389,Rob,P00126429,F,36-45,36,0,Kano,Northern,IT Sector,Food,2,19641,,
1003390,Phillina,P00126430,F,36-45,45,0,Enugu,Eastern,Lawyer,Food,1,19639,,
1003391,Kinney,P00126431,F,26-35,30,0,P/H,Southern,Media,Food,2,19638,,
1003392,Moray,P00126432,F,36-45,43,1,Abuja,Central,IT Sector,Food,2,19637,,
1003393,Airdo,P00126433,F,26-35,34,1,Kano,Northern,IT Sector,Food,1,19637,,
1003394,Caudle,P00126434,F,26-35,29,1,Abuja,Central,Media,Food,4,19634,,
1003395,Muskan,P00126435,F,26-35,32,1,Kaduna,Northern,Lawyer,Food,3,19630,,
1003396,Delaney,P00126436,F,26-35,27,1,Kaduna,Northern,IT Sector,Food,4,19629,,
1003397,Gross,P00126437,F,36-45,38,1,Anambra ,Eastern,Govt,Food,4,19628,,
1003398,Indulekha,P00126438,F,36-45,39,1,Kastina,Northern,Retail,Food,3,19628,,
1003399,Kipp,P00126439,F,26-35,28,1,Kastina,Northern,Healthcare,Food,1,19625,,
1003400,Sonal,P00126440,M,26-35,29,0,Kastina,Northern,IT Sector,Food,3,19623,,
1003401,Mahima,P00126441,F,18-25,19,0,Lagos,Western,Healthcare,Food,4,19620,,
1003402,Hemant,P00126442,F,36-45,38,0,Kaduna,Northern,IT Sector,Food,4,,,
1003403,Bolton,P00126443,M,26-35,28,1,Kastina,Northern,Automobile,Food,2,19619,,
1003404,Ludwig,P00126444,F,36-45,38,1,Abuja,Central,Agriculture,Food,4,19617,,
1003405,Lonsdale,P00126445,F,46-50,49,0,Abuja,Central,Media,Food,2,19617,,
1003406,Ferrer,P00126446,F,36-45,43,0,Enugu,Eastern,Aviation,Food,4,19615,,
1003407,Nishant,P00126447,F,26-35,31,0,Kano,Northern,Aviation,Food,1,19614,,
1003408,Divyeta,P00126448,F,36-45,43,0,Kaduna,Northern,Govt,Food,4,19613,,
1003409,Piyam,P00126449,M,18-25,24,1,Kaduna,Northern,Aviation,Food,1,19609,,
1003410,Hrisheekesh,P00126450,F,36-45,45,0,Enugu,Eastern,Banking,Food,2,19608,,
1003411,Atharv,P00126451,F,18-25,22,0,Kaduna,Northern,Govt,Food,4,19604,,
1003412,McAdams,P00126452,M,18-25,20,1,Kaduna,Northern,Banking,Food,4,19603,,
1003413,Riya,P00126453,F,26-35,29,1,Kaduna,Northern,IT Sector,Food,3,19603,,
1003414,Shaily,P00126454,F,26-35,30,1,Kaduna,Northern,Automobile,Food,2,19602,,
1003415,Roach,P00126455,M,36-45,38,1,Ogun,Western,Chemical,Food,3,19600,,
1003416,Sink,P00126456,F,36-45,39,0,Kano,Northern,IT Sector,Food,3,19599,,
1003417,Fritzler,P00126457,F,18-25,18,0,Kano,Northern,Govt,Food,4,19596,,
1003418,Neola,P00126458,F,26-35,30,0,Anambra ,Eastern,Govt,Food,3,19595,,
1003419,Pratyusmita,P00126459,F,36-45,41,1,Kaduna,Northern,Construction,Food,3,19591,,
1003420,Abhishek,P00126460,F,18-25,23,0,Kaduna,Northern,Banking,Food,2,19589,,
1003421,Hildebrand,P00126461,F,26-35,31,1,Anambra ,Eastern,Healthcare,Food,4,19587,,
1003422,Akshat,P00126462,M,18-25,23,0,Anambra ,Eastern,Healthcare,Food,2,19586,,
1003423,Soltero,P00126463,F,46-50,50,0,Anambra ,Eastern,Chemical,Food,2,19586,,
1003424,Akshat,P00126464,M,18-25,23,0,Jos,Central,Healthcare,Food,1,19586,,
1003425,Anchal,P00126465,F,51-55,52,1,Kaduna,Northern,IT Sector,Food,4,19585,,
1003426,Andreadi,P00126466,F,26-35,35,0,Kano,Northern,Lawyer,Food,3,19583,,
1003427,Christy,P00126467,M,51-55,52,0,Kaduna,Northern,Aviation,Food,1,19583,,
1003428,Sandra,P00126468,M,26-35,28,0,Kano,Northern,Construction,Food,1,19582,,
1003429,Mayank,P00126469,M,26-35,28,0,Anambra ,Eastern,Healthcare,Food,2,19580,,
1003430,Aromal,P00126470,F,18-25,24,0,Imo,Eastern,Govt,Food,2,19580,,
1003431,Brooke,P00126471,M,18-25,23,1,Imo,Eastern,Healthcare,Food,3,19578,,
1003432,Becky,P00126472,M,26-35,29,0,Kaduna,Northern,Aviation,Food,2,19577,,
1003433,Becky,P00126473,M,26-35,29,0,Kaduna,Northern,Aviation,Food,4,19577,,
1003434,Staavos,P00126474,M,36-45,43,0,Abuja,Central,Lawyer,Food,1,19575,,
1003435,Cooley,P00126475,F,18-25,23,0,Kaduna,Northern,Healthcare,Food,2,19575,,
1003436,Mahima,P00126476,F,36-45,36,0,Kaduna,Northern,Banking,Food,3,19575,,
1003437,Anemone,P00126477,F,18-25,23,1,Abuja,Central,IT Sector,Food,1,19574,,
